-89.22993678059880,-89.23061493038800,-89.23129141502070,-89.23196623009620,-89.23263937120920,-89.23331083394980,-89.23398061390370,-89.23464870665230,-89.23531510777250,-89.23597981283720,-89.23664281741520,-89.23730411707090,-89.2379637073652,-89.23862158385480,-89.23927774209270,-89.23993217762810,-89.24058488600660,-89.24123586277040,-89.2418851034581,-89.24253260360480,-89.2431783587426,-89.24382236440010,-89.24446461610310,-89.24510510937400,-89.24574383973270,-89.24638080269590,-89.24701599377770,-89.24764940848970,-89.24828104234070,-89.24891089083720,-89.24953894948320,-89.2501652137806,-89.25078967922900,-89.25141234132600,-89.25203319556730,-89.25265223744650,-89.25326946245570,-89.25388486608510,-89.25449844382350,-89.25511019115830,-89.25572010357540,-89.25632817655940,-89.25693440559400,-89.25753878616170,-89.25814131374400,-89.25874198382190,-89.25934079187530,-89.25993773338370,-89.26053280382630,-89.26112599868150,-89.26171731342790,-89.26230674354350,-89.26289428450680,-89.26347993179590,-89.26406368088930,-89.2646455272659,-89.26522546640500,-89.26580349378630,-89.2663796048904,-89.26695379519860,-89.26752606019310,-89.26809639535710,-89.26866479617520,-89.26923125813290,-89.26979577671760,-89.27035834741770,-89.27091896572380,-89.27147762712790,-89.27203432712410,-89.27258906120840,-89.27314182487930,-89.27369261363730,-89.27424142298530,-89.2747882484292,-89.27533308547710,-89.27587592964030,-89.2764167764329,-89.2769556213721,-89.27749245997840,-89.27802728777570,-89.27856010029150,-89.27909089305660,-89.27961966160600,-89.28014640147850,-89.28067110821680,-89.28119377736820,-89.28171440448390,-89.28223298511990,-89.28274951483670,-89.28326398919980,-89.28377640377940,-89.28428675415080,-89.28479503589470,-89.28530124459690,-89.28580537584890,-89.28630742524780,-89.28680738839670,-89.2873052609042,-89.28780103838550,-89.28829471646180
-89.23106736255680,-89.23174651044840,-89.23242399249110,-89.2330998042693,-89.23377394136280,-89.23444639934660,-89.23511717379160,-89.23578626026390,-89.23645365432520,-89.23711935153330,-89.23778334744130,-89.23844563759860,-89.23910621755040,-89.23976508283780,-89.24042222899820,-89.24107765156520,-89.24173134606870,-89.24238330803470,-89.24303353298620,-89.24368201644220,-89.24432875391870,-89.2449737409283,-89.24561697298050,-89.24625844558150,-89.24689815423490,-89.24753609444090,-89.24817226169730,-89.2488066514989,-89.2494392593381,-89.25007008070470,-89.25069911108590,-89.25132634596680,-89.25195178083020,-89.25257541115670,-89.25319723242500,-89.25381724011170,-89.25443542969160,-89.25505179663790,-89.25566633642200,-89.25627904451400,-89.25688991638240,-89.2574989474944,-89.25810613331610,-89.25871146931250,-89.25931495094740,-89.25991657368410,-89.26051633298470,-89.26111422431100,-89.26171024312420,-89.26230438488480,-89.26289664505330,-89.26348701908990,-89.2640755024546,-89.26466209060760,-89.26524677900910,-89.26582956311960,-89.26641043840020,-89.26698940031210,-89.26756644431750,-89.26814156587900,-89.2687147604605,-89.26928602352650,-89.26985535054270,-89.27042273697630,-89.27098817829540,-89.27155166997010,-89.27211320747170,-89.27267278627340,-89.2732304018504,-89.27378604967970,-89.27433972524060,-89.27489142401440,-89.2754411414852,-89.27598887313930,-89.27653461446570,-89.27707836095640,-89.27762010810610,-89.27815985141270,-89.27869758637720,-89.27923330850410,-89.27976701330110,-89.28029869627990,-89.28082835295570,-89.28135597884760,-89.28188156947870,-89.28240512037660,-89.28292662707270,-89.28344608510340,-89.28396349000920,-89.28447883733590,-89.28499212263370,-89.28550334145810,-89.28601248936970,-89.28651956193460,-89.28702455472410,-89.28752746331550,-89.28802828329150,-89.28852701024100,-89.28902363975880,-89.28951816744620
-89.23219734332880,-89.23287749173280,-89.23355597360160,-89.23423278450470,-89.23490792000690,-89.23558137566830,-89.23625314704460,-89.2369232296866,-89.23759161914110,-89.23825831095010,-89.23892330065190,-89.2395865837799,-89.24024815586390,-89.24090801242960,-89.24156614899860,-89.24222256108860,-89.24287724421380,-89.24353019388440,-89.24418140560710,-89.2448308748853,-89.24547859721860,-89.24612456810350,-89.24676878303320,-89.24741123749770,-89.24805192698400,-89.2486908469761,-89.24932799295510,-89.24996336039920,-89.25059694478420,-89.25122874158310,-89.25185874626640,-89.25248695430220,-89.25311336115650,-89.25373796229280,-89.25436075317260,-89.25498172925560,-89.2556008859993,-89.25621821885960,-89.25683372329070,-89.25744739474520,-89.25805922867410,-89.25866922052710,-89.25927736575270,-89.25988365979820,-89.26048809810990,-89.26109067613300,-89.26169138931210,-89.26229023309080,-89.26288720291250,-89.26348229421960,-89.2640755024546,-89.26466682305940,-89.26525625147600,-89.2658437831462,-89.26642941351190,-89.26701313801540,-89.267594952099,-89.26817485120570,-89.26875283077910,-89.26932888626330,-89.2699030131032,-89.27047520674490,-89.2710454626353,-89.27161377622260,-89.27218014295630,-89.27274455828740,-89.27330701766820,-89.27386751655310,-89.27442605039800,-89.2749826146609,-89.27553720480180,-89.27608981628310,-89.27664044456920,-89.27718908512740,-89.27773573342730,-89.27828038494140,-89.27882303514500,-89.27936367951650,-89.27990231353750,-89.28043893269280,-89.28097353247050,-89.28150610836270,-89.2820366558648,-89.28256517047630,-89.2830916477005,-89.28361608304510,-89.28413847202180,-89.28465881014700,-89.2851770929414,-89.28569331593070,-89.28620747464530,-89.28671956462050,-89.28722958139710,-89.28773752052090,-89.2882433775433,-89.28874714802120,-89.28924882751740,-89.28974841160050,-89.29024589584520,-89.29074127583240
-89.23332672025520,-89.23400787158760,-89.23468735570460,-89.23536516816100,-89.23604130450630,-89.23671576028580,-89.2373885310398,-89.23805961230410,-89.23872899961000,-89.23939668848440,-89.24006267444970,-89.24072695302430,-89.24138951972220,-89.24205037005320,-89.24270949952350,-89.24336690363490,-89.24402257788550,-89.24467651776990,-89.24532871877870,-89.24597917639890,-89.24662788611420,-89.24727484340490,-89.24792004374770,-89.24856348261640,-89.24920515548140,-89.24984505781020,-89.25048318506730,-89.2511195327145,-89.25175409621060,-89.25238687101170,-89.25301785257170,-89.25364703634170,-89.2542744177706,-89.2548999923049,-89.25552375538900,-89.25614570246530,-89.25676582897410,-89.2573841303539,-89.25800060204150,-89.25861523947200,-89.25922803807900,-89.25983899329450,-89.26044810054940,-89.26105535527320,-89.26166075289440,-89.26226428884040,-89.26286595853780,-89.26346575741240,-89.26406368088930,-89.26465972439310,-89.26525388334780,-89.26584615317740,-89.26643652930540,-89.26702500715530,-89.26761158215070,-89.26819624971530,-89.26877900527300,-89.26935984424820,-89.26993876206580,-89.27051575415130,-89.27109081593080,-89.27166394283160,-89.27223513028180,-89.27280437371070,-89.27337166854890,-89.27393701022810,-89.2745003941819,-89.27506181584540,-89.27562127065530,-89.27617875405050,-89.27673426147170,-89.27728778836200,-89.27783933016640,-89.27838888233290,-89.27893644031150,-89.27948199955530,-89.28002555552010,-89.28056710366470,-89.28110663945090,-89.28164415834400,-89.28217965581250,-89.28271312732840,-89.28324456836760,-89.2837739744096,-89.28430134093800,-89.28482666344040,-89.2853499374087,-89.28587115833920,-89.28639032173280,-89.28690742309480,-89.2874224579358,-89.28793542177100,-89.2884463101208,-89.28895511851100,-89.28946184247280,-89.28996647754280,-89.2904690192635,-89.29096946318330,-89.29146780485650,-89.29196403984370
-89.23445549066230,-89.23513764734500,-89.23581813613860,-89.23649695258250,-89.23717409221170,-89.23784955055590,-89.23852332314040,-89.23919540548570,-89.23986579310780,-89.24053448151820,-89.24120146622370,-89.24186674272720,-89.24253030652700,-89.24319215311740,-89.24385227798840,-89.24451067662640,-89.24516734451330,-89.24582227712760,-89.24647546994400,-89.24712691843340,-89.2477766180632,-89.24842456429730,-89.24907075259610,-89.24971517841700,-89.25035783721390,-89.25099872443760,-89.25163783553620,-89.25227516595440,-89.25291071113450,-89.25354446651570,-89.2541764275349,-89.25480658962620,-89.25543494822140,-89.25606149875,-89.25668623663910,-89.25730915731380,-89.25793025619700,-89.25854952871010,-89.25916697027210,-89.25978257630060,-89.26039634221170,-89.26100826341970,-89.26161833533780,-89.2622265533776,-89.26283291294980,-89.26343740946390,-89.26404003832840,-89.26464079495110,-89.26523967473900,-89.26583667309850,-89.26643178543540,-89.26702500715530,-89.26761633366350,-89.26820576036490,-89.26879328266470,-89.269378895968,-89.26996259568020,-89.27054437720700,-89.27112423595460,-89.27170216732960,-89.27227816673950,-89.27285222959250,-89.27342435129790,-89.273994527266,-89.2745627529082,-89.27512902363740,-89.27569333486770,-89.27625568201520,-89.27681606049740,-89.2773744657338,-89.27793089314580,-89.27848533815690,-89.27903779619290,-89.27958826268210,-89.28013673305520,-89.28068320274550,-89.28122766718920,-89.28177012182540,-89.28231056209630,-89.28284898344720,-89.28338538132700,-89.28391975118790,-89.28445208848560,-89.28498238868000,-89.28551064723450,-89.2860368596167,-89.28656102129860,-89.28708312775630,-89.2876031744705,-89.28812115692660,-89.28863707061480,-89.28915091103000,-89.28966267367260,-89.29017235404800,-89.29067994766690,-89.29118545004580,-89.2916888567068,-89.29219016317780,-89.29268936499260,-89.29318645769150
-89.23558365186210,-89.23626681632310,-89.23694831222730,-89.2376281350994,-89.23830628045900,-89.23898274382080,-89.23965752069490,-89.2403306065864,-89.24100199699590,-89.24167168741930,-89.24233967334820,-89.24300595026960,-89.24367051366620,-89.24433335901640,-89.24499448179470,-89.24565387747110,-89.24631154151190,-89.2469674693795,-89.24762165653230,-89.24827409842500,-89.24892479050880,-89.24957372823120,-89.25022090703630,-89.25086632236490,-89.25150996965420,-89.25215184433870,-89.25279194184930,-89.25343025761440,-89.25406678705910,-89.25470152560600,-89.25533446867460,-89.25596561168230,-89.25659495004350,-89.25722247917060,-89.25784819447350,-89.25847209135990,-89.2590941652353,-89.25971441150350,-89.2603328255661,-89.26094940282310,-89.26156413867280,-89.26217702851190,-89.26278806773560,-89.26339725173780,-89.2640045759112,-89.26461003564730,-89.26521362633650,-89.2658153433685,-89.26641518213210,-89.26701313801540,-89.26760920640590,-89.2682033826909,-89.26879566225710,-89.269386040491,-89.26997451277920,-89.27056107450830,-89.27114572106480,-89.27172844783580,-89.27230925020860,-89.27288812357110,-89.27346506331170,-89.27404006481990,-89.27461312348570,-89.27518423470030,-89.27575339385620,-89.27632059634690,-89.27688583756750,-89.27744911291460,-89.27801041778640,-89.27856974758290,-89.27912709770620,-89.27968246356030,-89.28023584055150,-89.28078722408830,-89.2813366095819,-89.2818839924459,-89.28242936809680,-89.28297273195380,-89.28351407943940,-89.28405340597900,-89.28459070700150,-89.2851259779391,-89.28565921422780,-89.28619041130710,-89.28671956462050,-89.28724666961560,-89.28777172174400,-89.28829471646180,-89.28881564922940,-89.28933451551190,-89.28985131077920,-89.29036603050600,-89.29087867017210,-89.29138922526270,-89.29189769126800,-89.292404063684,-89.29290833801230,-89.29341050976040,-89.29391057444160,-89.29440852757540
-89.23671120115220,-89.23739537582520,-89.23807788128040,-89.23875871302710,-89.23943786657000,-89.2401153374086,-89.24079112103750,-89.24146521294670,-89.24213760862110,-89.2428083035413,-89.24347729318310,-89.24414457301800,-89.24481013851280,-89.24547398513030,-89.24613610832890,-89.24679650356270,-89.24745516628200,-89.24811209193300,-89.24876727595800,-89.24942071379540,-89.25007240088000,-89.25072233264290,-89.25137050451180,-89.25201691191090,-89.25266155026080,-89.25330441497910,-89.25394550148030,-89.25458480517560,-89.25522232147330,-89.25585804577900,-89.25649197349530,-89.25712410002220,-89.25775442075720,-89.25838293109520,-89.25900962642870,-89.25963450214820,-89.26025755364170,-89.26087877629520,-89.26149816549310,-89.26211571661740,-89.26273142504870,-89.2633452861659,-89.26395729534640,-89.26456744796600,-89.26517573939960,-89.26578216502030,-89.2663867202007,-89.26698940031210,-89.26759020072500,-89.26818911680930,-89.26878614393400,-89.2693812774679,-89.26997451277920,-89.27056584523600,-89.27115527020600,-89.27174278305720,-89.27232837915730,-89.27291205387460,-89.27349380257760,-89.27407362063500,-89.27465150341660,-89.27522744629240,-89.27580144463350,-89.27637349381210,-89.2769435892011,-89.27751172617500,-89.27807790010950,-89.27864210638170,-89.27920434037050,-89.27976459745650,-89.28032287302200,-89.28087916245160,-89.28143346113180,-89.28198576445160,-89.28253606780220,-89.28308436657770,-89.28363065617450,-89.28417493199220,-89.28471718943310,-89.28525742390280,-89.28579563081010,-89.28633180556730,-89.28686594359010,-89.2873980402979,-89.28792809111410,-89.28845609146600,-89.28898203678500,-89.28950592250690,-89.29002774407170,-89.29054749692410,-89.2910651765137,-89.2915807782947,-89.29209429772650,-89.29260573027360,-89.29311507140590,-89.29362231659870,-89.29412746133300,-89.29463050109560,-89.29513143137930,-89.29563024768280
-89.23783813581550,-89.23852332314040,-89.23920684059260,-89.23988868366670,-89.24056884785190,-89.24124732863260,-89.24192412148790,-89.2425992218925,-89.24327262531590,-89.24394432722290,-89.24461432307380,-89.24528260832440,-89.24594917842560,-89.24661402882440,-89.24727715496320,-89.24793855228030,-89.24859821620960,-89.24925614218120,-89.2499123256212,-89.2505667619517,-89.25121944659110,-89.25187037495410,-89.25251954245170,-89.25316694449140,-89.25381257647740,-89.25445643381040,-89.25509851188800,-89.25573880610450,-89.25637731185140,-89.25701402451710,-89.25764893948700,-89.25828205214410,-89.25891335786840,-89.25954285203760,-89.26017053002680,-89.260796387209,-89.26142041895460,-89.26204262063220,-89.26266298760820,-89.263281515247,-89.26389819891140,-89.26451303396240,-89.26512601575940,-89.26573713966030,-89.26634640102160,-89.26695379519860,-89.26755931754550,-89.26816296341530,-89.26876472816020,-89.26936460713160,-89.26996259568020,-89.27055868915610,-89.27115288290900,-89.27174517228820,-89.27233555264280,-89.27292401932180,-89.27351056767440,-89.27409519304970,-89.27467789079720,-89.27525865626690,-89.27583748480910,-89.27641437177490,-89.27698931251630,-89.27756230238590,-89.27813333673760,-89.2787024109263,-89.2792695203084,-89.27983466024160,-89.28039782608500,-89.28095901319980,-89.28151821694870,-89.28207543269650,-89.2826306558101,-89.28318388165850,-89.28373510561340,-89.28428432304860,-89.28483152934080,-89.28537671986960,-89.28591989001720,-89.28646103516930,-89.28700015071440,-89.28753723204460,-89.28807227455560,-89.28860527364650,-89.28913622472030,-89.28966512318410,-89.29019196444880,-89.29071674392980,-89.29123945704680,-89.29176009922400,-89.29227866589040,-89.29279515247960,-89.29330955443050,-89.29382186718700,-89.2943320861983,-89.29484020691900,-89.29534622480950,-89.2958501353357,-89.29635193396970,-89.29685161618940
-89.2389644531204,-89.23965065554290,-89.2403351874445,-89.2410180443046,-89.24169922159730,-89.24237871479150,-89.24305651935110,-89.24373263073530,-89.24440704439790,-89.24507975578840,-89.24575076035110,-89.24642005352610,-89.24708763074870,-89.2477534874496,-89.2484176190554,-89.24908002098820,-89.24974068866600,-89.25039961750250,-89.25105680290740,-89.25171224028660,-89.25236592504200,-89.25301785257170,-89.25366801827020,-89.25431641752830,-89.25496304573330,-89.2556078982693,-89.25625097051690,-89.25689225785340,-89.25753175565330,-89.25816945928780,-89.25880536412520,-89.25943946553120,-89.26007175886850,-89.26070223949730,-89.26133090277550,-89.26195774405810,-89.26258275869830,-89.26320594204680,-89.26382728945220,-89.2644467962613,-89.26506445781880,-89.26568026946780,-89.26629422654970,-89.2669063244042,-89.26751655836980,-89.26812492378340,-89.26873141598100,-89.2693360302972,-89.26993876206580,-89.27053960661970,-89.27113855929100,-89.27173561541120,-89.27233077031130,-89.27292401932180,-89.27351535777310,-89.27410478099530,-89.2746922843186,-89.27527786307310,-89.27586151258940,-89.27644322819810,-89.2770230052306,-89.27760083901870,-89.27817672489490,-89.27875065819270,-89.27932263424650,-89.27989264839180,-89.2804606959653,-89.28102677230530,-89.28159087275130,-89.28215299264460,-89.28271312732840,-89.2832712721476,-89.28382742244930,-89.28438157358260,-89.28493372089920,-89.28548385975300,-89.28603198550070,-89.28657809350180,-89.28712217911830,-89.2876642377157,-89.28820426466240,-89.28874225533030,-89.28927820509450,-89.28981210933390,-89.29034396343120,-89.29087376277300,-89.29140150274970,-89.29192717875620,-89.29245078619170,-89.29297232045970,-89.29349177696860,-89.2940091511315,-89.29452443836640,-89.29503763409660,-89.29554873375040,-89.29605773276170,-89.29656462657010,-89.29706941062050,-89.29757208036430,-89.29807263125830
-89.2400901503207,-89.24077737029240,-89.24146291910160,-89.24214679221250,-89.24282898508390,-89.24350949316940,-89.24418831191750,-89.24486543677160,-89.24554086317040,-89.24621458654720,-89.24688660233110,-89.24755690594590,-89.24822549281120,-89.24889235834190,-89.24955749794820,-89.25022090703630,-89.25088258100790,-89.25154251526050,-89.25220070518750,-89.25285714617810,-89.25351183361790,-89.25416476288830,-89.2548159293672,-89.25546532842870,-89.25611295544330,-89.25675880577810,-89.25740287479680,-89.25804515785970,-89.25868565032410,-89.25932434754410,-89.25996124487080,-89.26059633765240,-89.26122962123440,-89.26186109095940,-89.26249074216770,-89.26311857019690,-89.2637445703823,-89.2643687380569,-89.26499106855160,-89.26561155719500,-89.26623019931420,-89.26684699023410,-89.26746192527780,-89.26807499976720,-89.26868620902230,-89.26929554836180,-89.2699030131032,-89.27050859856280,-89.27111230005590,-89.27171411289670,-89.27231403239860,-89.27291205387460,-89.27350817263690,-89.27410238399710,-89.2746946832666,-89.27528506575680,-89.27587352677860,-89.27646006164320,-89.27704466566200,-89.27762733414640,-89.27820806240850,-89.27878684576080,-89.27936367951650,-89.27993855898960,-89.28051147949490,-89.2810824363485,-89.28165142486750,-89.28221844037030,-89.28278347817700,-89.28334653360890,-89.28390760198940,-89.28446667864360,-89.28502375889860,-89.28557883808360,-89.28613191153010,-89.2866829745721,-89.28723202254610,-89.28777905079130,-89.28832405464970,-89.28886702946630,-89.28940797058930,-89.28994687337010,-89.29048373316360,-89.2910185453282,-89.29155130522600,-89.29208200822300,-89.29261064968920,-89.2931372249988,-89.29366172953030,-89.29418415866650,-89.29470450779520,-89.29522277230850,-89.29573894760380,-89.29625302908340,-89.29676501215480,-89.29727489223100,-89.29778266473060,-89.29828832507770,-89.29879186870240,-89.29929329104080
